"battle","battle_name","belligerent","commander","commander_dbpedia","rank"
"VA047","Port Walthall Junction","US","Benjamin Butler","http://dbpedia.org/resource/Benjamin_Franklin_Butler_(politician)","Major General"
"VA047","Port Walthall Junction","CS","Johnson Hagood","http://dbpedia.org/resource/Johnson_Hagood_(governor)","Brigadier General"
"VA048","Spotsylvania Court House","US","George G. Meade","http://dbpedia.org/resource/George_Meade","Major General"
"VA048","Spotsylvania Court House","CS","Robert E. Lee","http://dbpedia.org/resource/Robert_E._Lee","General"
"VA048","Spotsylvania Court House","US","Ulysses S. Grant","http://dbpedia.org/resource/Ulysses_S._Grant","Lieutenant General"
"VA049","Cloyds Mountain","CS","Albert Jenkins","http://dbpedia.org/resource/Albert_G._Jenkins","Brigadier General"
"VA049","Cloyds Mountain","US","George Crook","http://dbpedia.org/resource/George_Crook","Brigadier General"
"VA050","Swift Creek","US","Benjamin Butler","http://dbpedia.org/resource/Benjamin_Franklin_Butler_(politician)","Major General"
"VA050","Swift Creek","CS","P.G.T. Beauregard","http://dbpedia.org/resource/P._G._T._Beauregard","General"
"VA051","Chester Station","US","Benjamin Butler","http://dbpedia.org/resource/Benjamin_Franklin_Butler_(politician)","Major General"
"VA051","Chester Station","CS","P.G.T. Beauregard","http://dbpedia.org/resource/P._G._T._Beauregard","General"
"VA052","Yellow Tavern","CS","J.E.B. Stuart","http://dbpedia.org/resource/J.E.B._Stuart","Major General"
"VA052","Yellow Tavern","US","Philip Sheridan","http://dbpedia.org/resource/Philip_Sheridan","Major General"
"VA053","Proctors Creek","US","Benjamin Butler","http://dbpedia.org/resource/Benjamin_Franklin_Butler_(politician)","Major General"
"VA053","Proctors Creek","CS","P.G.T. Beauregard","http://dbpedia.org/resource/P._G._T._Beauregard","General"
"VA054","Ware Bottom Church","US","Benjamin Butler","http://dbpedia.org/resource/Benjamin_Franklin_Butler_(politician)","Major General"
"VA054","Ware Bottom Church","CS","P.G.T. Beauregard","http://dbpedia.org/resource/P._G._T._Beauregard","General"
"VA055","North Anna","US","George G. Meade","http://dbpedia.org/resource/George_Meade","Major General"
"VA055","North Anna","CS","Robert E. Lee","http://dbpedia.org/resource/Robert_E._Lee","General"
"VA055","North Anna","US","Ulysses S. Grant","http://dbpedia.org/resource/Ulysses_S._Grant","Lieutenant General"
"VA056","Wilsons Wharf","US","Edward Wild","http://dbpedia.org/resource/Edward_A._Wild","Brigadier General"
"VA056","Wilsons Wharf","CS","Fitzhugh Lee","http://dbpedia.org/resource/Fitzhugh_Lee","Major General"
"VA057","Totopotomoy Creek","US","George G. Meade","http://dbpedia.org/resource/George_Meade","Major General"
"VA057","Totopotomoy Creek","CS","Robert E. Lee","http://dbpedia.org/resource/Robert_E._Lee","General"
"VA057","Totopotomoy Creek","US","Ulysses S. Grant","http://dbpedia.org/resource/Ulysses_S._Grant","Lieutenant General"
"VA058","Haws Shop","US","David M. Gregg","http://dbpedia.org/resource/David_McMurtrie_Gregg","Brigadier General"
"VA058","Haws Shop","CS","Fitzhugh Lee","http://dbpedia.org/resource/Fitzhugh_Lee","Major General"
"VA058","Haws Shop","CS","Wade Hampton","http://dbpedia.org/resource/Wade_Hampton_III","Major General"
"VA059","Old Church","US","Alfred Torbert","http://dbpedia.org/resource/Alfred_Thomas_Archimedes_Torbert","Brigadier General"
"VA059","Old Church","CS","Matthew C. Butler","http://dbpedia.org/resource/Matthew_Butler","Brigadier General"
"VA062","Cold Harbor","US","George G. Meade","http://dbpedia.org/resource/George_Meade","Major General"
"VA062","Cold Harbor","CS","Robert E. Lee","http://dbpedia.org/resource/Robert_E._Lee","General"
"VA062","Cold Harbor","US","Ulysses S. Grant","http://dbpedia.org/resource/Ulysses_S._Grant","Lieutenant General"
"VA063","Petersburg","US","George G. Meade","http://dbpedia.org/resource/George_Meade","Major General"
"VA063","Petersburg","CS","P.G.T. Beauregard","http://dbpedia.org/resource/P._G._T._Beauregard","General"
"VA063","Petersburg","CS","Robert E. Lee","http://dbpedia.org/resource/Robert_E._Lee","General"
"VA063","Petersburg","US","Ulysses S. Grant","http://dbpedia.org/resource/Ulysses_S._Grant","Lieutenant General"
"VA064","Lynchburg","US","David Hunter","http://dbpedia.org/resource/David_Hunter","Major General"
"VA064","Lynchburg","CS","Jubal A. Early","http://dbpedia.org/resource/Jubal_Early","Lieutenant General"
"VA065","Jerusalem Plank Road","US","George G. Meade","http://dbpedia.org/resource/George_Meade","Major General"
"VA065","Jerusalem Plank Road","CS","Robert E. Lee","http://dbpedia.org/resource/Robert_E._Lee","General"
"VA065","Jerusalem Plank Road","US","Ulysses S. Grant","http://dbpedia.org/resource/Ulysses_S._Grant","Lieutenant General"
"VA066","Saint Marys Church","US","Philip Sheridan","http://dbpedia.org/resource/Philip_Sheridan","Major General"
"VA066","Saint Marys Church","CS","Wade Hampton","http://dbpedia.org/resource/Wade_Hampton_III","Major General"
"VA067","Sappony Church","US","August Kautz","http://dbpedia.org/resource/August_Kautz","Brigadier General"
"VA067","Sappony Church","US","James Wilson","http://dbpedia.org/resource/James_H._Wilson","Brigadier General"
"VA067","Sappony Church","CS","Wade Hampton","http://dbpedia.org/resource/Wade_Hampton_III","Major General"
"VA068","Reams Station","US","August Kautz","http://dbpedia.org/resource/August_Kautz","Brigadier General"
"VA068","Reams Station","CS","Fitzhugh Lee","http://dbpedia.org/resource/Fitzhugh_Lee","Major General"
"VA068","Reams Station","US","James Wilson","http://dbpedia.org/resource/James_H._Wilson","Major General"
"VA068","Reams Station","CS","William Mahone","http://dbpedia.org/resource/William_Mahone","Major General"
"VA069","Deep Bottom I","CS","Charles Field","http://dbpedia.org/resource/Charles_W._Field","Major General"
"VA069","Deep Bottom I","US","Winfield Scott Hancock","http://dbpedia.org/resource/Winfield_Scott_Hancock","Major General"
"VA070","Crater","US","Ambrose E. Burnside","http://dbpedia.org/resource/Ambrose_Burnside","Major General"
"VA070","Crater","CS","Robert E. Lee","http://dbpedia.org/resource/Robert_E._Lee","General"
"VA071","Deep Bottom II","CS","Charles Field","http://dbpedia.org/resource/Charles_W._Field","Major General"
"VA071","Deep Bottom II","CS","Robert E. Lee","http://dbpedia.org/resource/Robert_E._Lee","General"
"VA071","Deep Bottom II","US","Winfield Scott Hancock","http://dbpedia.org/resource/Winfield_Scott_Hancock","Major General"
"VA072","Globe Tavern","CS","A.P. Hill","http://dbpedia.org/resource/A._P._Hill","Lieutenant General"
"VA072","Globe Tavern","US","G.K. Warren","http://dbpedia.org/resource/Gouverneur_K._Warren","Major General"
"VA072","Globe Tavern","CS","Henry Heth","http://dbpedia.org/resource/Henry_Heth","Major General"
"VA072","Globe Tavern","CS","Robert E. Lee","http://dbpedia.org/resource/Robert_E._Lee","General"
"VA072","Globe Tavern","CS","William Mahone","http://dbpedia.org/resource/William_Mahone","Major General"
"VA073","Reams Station","CS","Henry Heth","http://dbpedia.org/resource/Henry_Heth","Major General"
"VA073","Reams Station","US","Winfield Scott Hancock","http://dbpedia.org/resource/Winfield_Scott_Hancock","Major General"
"VA074","Peebles Farm","CS","A.P. Hill","http://dbpedia.org/resource/A._P._Hill","Lieutenant General"
"VA074","Peebles Farm","US","G.K. Warren","http://dbpedia.org/resource/Gouverneur_K._Warren","Major General"
"VA074","Peebles Farm","US","George G. Meade","http://dbpedia.org/resource/George_Meade","Major General"
"VA074","Peebles Farm","US","John G. Parke","http://dbpedia.org/resource/John_G._Parke","Major General"
"VA074","Peebles Farm","CS","Wade Hampton","http://dbpedia.org/resource/Wade_Hampton_III","Major General"
"VA075","Chaffins Farm/New Market
Heights","US","Benjamin Butler","http://dbpedia.org/resource/Benjamin_Franklin_Butler_(politician)","Major General"
"VA075","Chaffins Farm/New Market
Heights","CS","Richard S. Ewell","http://dbpedia.org/resource/Richard_S._Ewell","Lieutenant General"
"VA075","Chaffins Farm/New Market
Heights","CS","Robert E. Lee","http://dbpedia.org/resource/Robert_E._Lee","General"
"VA076","Saltville","CS","Alfred E. Jackson","NA","Brigadier General"
"VA076","Saltville","US","Stephen Burbridge","http://dbpedia.org/resource/Stephen_G._Burbridge","Brigadier General"
"VA077","Darbytown & New Market
Roads","US","August Kautz","http://dbpedia.org/resource/August_Kautz","Brigadier General"
"VA077","Darbytown & New Market
Roads","US","David Birney","http://dbpedia.org/resource/David_B._Birney","Major General"
"VA077","Darbytown & New Market
Roads","CS","Robert E. Lee","http://dbpedia.org/resource/Robert_E._Lee","General"
"VA078","Darbytown Road","US","Alfred H. Terry","http://dbpedia.org/resource/Alfred_Terry","Major General"
"VA078","Darbytown Road","CS","Richard Anderson","http://dbpedia.org/resource/Richard_H._Anderson","Lieutenant General"
"VA079","Boydton Plank Road","CS","Henry Heth","http://dbpedia.org/resource/Henry_Heth","Major General"
"VA079","Boydton Plank Road","US","Winfield Scott Hancock","http://dbpedia.org/resource/Winfield_Scott_Hancock","Major General"
"VA080","Fair Oaks & Darbytown
Road","US","Benjamin Butler","http://dbpedia.org/resource/Benjamin_Franklin_Butler_(politician)","Major General"
"VA080","Fair Oaks & Darbytown
Road","CS","James Longstreet","http://dbpedia.org/resource/James_Longstreet","Lieutenant General"
"VA081","Marion","US","George Stoneman","http://dbpedia.org/resource/George_Stoneman","Major General"
"VA081","Marion","CS","John C. Breckinridge","http://dbpedia.org/resource/John_C._Breckinridge","Major General"
"VA082","Saltville","US","George Stoneman","http://dbpedia.org/resource/George_Stoneman","Major General"
"VA082","Saltville","CS","John C. Breckinridge","http://dbpedia.org/resource/John_C._Breckinridge","Major General"
"VA083","Hatchers Run","US","A.A. Humphreys","http://dbpedia.org/resource/Andrew_A._Humphreys","Major General"
"VA083","Hatchers Run","US","G.K. Warren","http://dbpedia.org/resource/Gouverneur_K._Warren","Major General"
"VA083","Hatchers Run","CS","John B. Gordon","http://dbpedia.org/resource/John_Brown_Gordon","Major General"
"VA084","Fort Stedman","CS","John B. Gordon","http://dbpedia.org/resource/John_Brown_Gordon","Major General"
"VA084","Fort Stedman","US","John G. Parke","http://dbpedia.org/resource/John_G._Parke","Major General"
"VA084","Fort Stedman","CS","Robert E. Lee","http://dbpedia.org/resource/Robert_E._Lee","General"
"VA085","Lewiss Farm","CS","Bushrod R. Johnson","http://en.wikipedia.org/wiki/Bushrod_Johnson","Major General"
"VA085","Lewiss Farm","US","G.K. Warren","http://dbpedia.org/resource/Gouverneur_K._Warren","Major General"
"VA086","Dinwiddie Court House","CS","Fitzhugh Lee","http://dbpedia.org/resource/Fitzhugh_Lee","Major General"
"VA086","Dinwiddie Court House","CS","George Pickett","http://dbpedia.org/resource/George_Pickett","Major General"
"VA086","Dinwiddie Court House","US","Philip Sheridan","http://dbpedia.org/resource/Philip_Sheridan","Major General"
"VA087","White Oak Road","US","G.K. Warren","http://dbpedia.org/resource/Gouverneur_K._Warren","Major General"
"VA087","White Oak Road","CS","Richard Anderson","http://dbpedia.org/resource/Richard_H._Anderson","Lieutenant General"
"VA087","White Oak Road","CS","Robert E. Lee","http://dbpedia.org/resource/Robert_E._Lee","General"
"VA088","Five Forks","CS","George Pickett","http://dbpedia.org/resource/George_Pickett","Major General"
"VA088","Five Forks","US","Philip Sheridan","http://dbpedia.org/resource/Philip_Sheridan","Major General"
"VA089","Petersburg","CS","Robert E. Lee","http://dbpedia.org/resource/Robert_E._Lee","General"
"VA089","Petersburg","US","Ulysses S. Grant","http://dbpedia.org/resource/Ulysses_S._Grant","Lieutenant General"
"VA090","Sutherlands Station","CS","Cadmus Wilcox","http://dbpedia.org/resource/Cadmus_M._Wilcox","Major General"
"VA090","Sutherlands Station","CS","Henry Heth","http://dbpedia.org/resource/Henry_Heth","Major General"
"VA090","Sutherlands Station","US","Nelson A. Miles","http://dbpedia.org/resource/Nelson_A._Miles","Major General"
"VA091","Amelia Springs","CS","Fitzhugh Lee","http://dbpedia.org/resource/Fitzhugh_Lee","Major General"
"VA091","Amelia Springs","US","George Crook","http://dbpedia.org/resource/George_Crook","Major General"
"VA091","Amelia Springs","CS","Thomas Rosser","http://dbpedia.org/resource/Thomas_L._Rosser","Major General"
"VA092","Rices Station","CS","James Longstreet","http://dbpedia.org/resource/James_Longstreet","Lieutenant General"
"VA092","Rices Station","US","John Gibbon","http://dbpedia.org/resource/John_Gibbon","Major General"
"VA093","Sailors Creek","CS","John B. Gordon","http://dbpedia.org/resource/John_Brown_Gordon","Major General"
"VA093","Sailors Creek","US","Philip Sheridan","http://dbpedia.org/resource/Philip_Sheridan","Major General"
"VA093","Sailors Creek","CS","Richard S. Ewell","http://dbpedia.org/resource/Richard_S._Ewell","Lieutenant General"
"VA094","Cumberland Church","US","A.A. Humphreys","http://dbpedia.org/resource/Andrew_A._Humphreys","Major General"
"VA094","Cumberland Church","CS","Robert E. Lee","http://dbpedia.org/resource/Robert_E._Lee","General"
"VA095","High Bridge","US","T. Read","NA","Colonel"
"VA096","Appomattox Station","US","George A. Custer","http://dbpedia.org/resource/George_Armstrong_Custer","Major General"
"VA096","Appomattox Station","CS","Lindsay Walker","http://dbpedia.org/resource/Reuben_Lindsay_Walker","Brigadier General"
"VA097","Appomattox Court House","CS","Robert E. Lee","http://dbpedia.org/resource/Robert_E._Lee","General"
"VA097","Appomattox Court House","US","Ulysses S. Grant","http://dbpedia.org/resource/Ulysses_S._Grant","Lieutenant General"
"VA098","Petersburg","CS","P.G.T. Beauregard","http://dbpedia.org/resource/P._G._T._Beauregard","General"
"VA098","Petersburg","US","Quincy Gillmore","http://dbpedia.org/resource/Quincy_Adams_Gillmore","Major General"
"VA099","Trevilian Station","US","Philip Sheridan","http://dbpedia.org/resource/Philip_Sheridan","Major General"
"VA099","Trevilian Station","CS","Wade Hampton","http://dbpedia.org/resource/Wade_Hampton_III","Major General"
"VA100","Cockpit Point","US","R.H. Wyman","http://dbpedia.org/resource/Robert_H._Wyman","Lieutenant"
"VA100","Cockpit Point","CS","Samuel G. French","http://dbpedia.org/resource/Samuel_Gibbs_French","Brigadier General"
"VA101","Kernstown, First","US","Nathan Kimball","http://dbpedia.org/resource/Nathan_Kimball","Colonel"
"VA101","Kernstown, First","CS","Thomas J. Jackson","http://dbpedia.org/resource/Stonewall_Jackson","Major General"
"VA102","McDowell","US","Robert Milroy","http://dbpedia.org/resource/Robert_H._Milroy","Brigadier General"
"VA102","McDowell","US","Robert Schenck","http://dbpedia.org/resource/Robert_C._Schenck","Brigadier General"
"VA102","McDowell","CS","Thomas J. Jackson","http://dbpedia.org/resource/Stonewall_Jackson","Major General"
"VA103","Front Royal","US","John R. Kenly","http://dbpedia.org/resource/John_Reese_Kenly","Colonel"
"VA103","Front Royal","CS","Thomas J. Jackson","http://dbpedia.org/resource/Stonewall_Jackson","Major General"
"VA104","Winchester, First","US","Nathaniel P. Banks","http://dbpedia.org/resource/Nathaniel_P._Banks","Major General"
"VA104","Winchester, First","CS","Thomas J. Jackson","http://dbpedia.org/resource/Stonewall_Jackson","Major General"
"VA105","Cross Keys","US","John C. Frémont","http://dbpedia.org/resource/John_C._Fr%C3%A9mont","Major General"
"VA105","Cross Keys","CS","Richard S. Ewell","http://dbpedia.org/resource/Richard_S._Ewell","Major General"
"VA106","Port Republic","US","Erastus Tyler","http://dbpedia.org/resource/Erastus_B._Tyler","Brigadier General"
"VA106","Port Republic","CS","Thomas J. Jackson","http://dbpedia.org/resource/Stonewall_Jackson","Major General"
"VA107","Winchester, Second","CS","Richard S. Ewell","http://dbpedia.org/resource/Richard_S._Ewell","Lieutenant General"
"VA107","Winchester, Second","US","Robert Milroy","http://dbpedia.org/resource/Robert_H._Milroy","Brigadier General"
"VA108","Manassas Gap","CS","Richard Anderson","http://dbpedia.org/resource/Richard_H._Anderson","Major General"
"VA108","Manassas Gap","US","William H. French","http://dbpedia.org/resource/William_H._French","Major General"
"VA109","Cove Mountain","CS","William E. Jones","http://dbpedia.org/resource/William_E._Jones","Brigadier General"
"VA109","Cove Mountain","US","William W. Averell","http://dbpedia.org/resource/William_W._Averell","Brigadier General"
"VA110","New Market","US","Franz Sigel","http://dbpedia.org/resource/Franz_Sigel","Major General"
"VA110","New Market","CS","John C. Breckinridge","http://dbpedia.org/resource/John_C._Breckinridge","Major General"
"VA111","Piedmont","US","David Hunter","http://dbpedia.org/resource/David_Hunter","Major General"
"VA111","Piedmont","CS","William E. Jones","http://dbpedia.org/resource/William_E._Jones","Brigadier General"
"VA113","Staunton River Bridge","US","August Kautz","http://dbpedia.org/resource/August_Kautz","Brigadier General"
"VA113","Staunton River Bridge","US","James Wilson","http://dbpedia.org/resource/James_H._Wilson","Brigadier General"
"VA113","Staunton River Bridge","CS","William H.F. ""Rooney"" Lee","http://dbpedia.org/resource/William_Henry_Fitzhugh_Lee","Major General"
"VA114","Cool Spring","US","Horatio Wright","http://dbpedia.org/resource/Horatio_Wright","Major General"
"VA114","Cool Spring","CS","Jubal A. Early","http://dbpedia.org/resource/Jubal_Early","Lieutenant General"
"VA115","Rutherfords Farm","CS","S.D. Ramseur","http://dbpedia.org/resource/Stephen_Dodson_Ramseur","Major General"
"VA115","Rutherfords Farm","US","William W. Averell","http://dbpedia.org/resource/William_W._Averell","Brigadier General"
"VA116","Kernstown, Second","US","George Crook","http://dbpedia.org/resource/George_Crook","Brigadier General"
"VA116","Kernstown, Second","CS","Jubal A. Early","http://dbpedia.org/resource/Jubal_Early","Lieutenant General"
"VA117","Guard Hill","CS","Richard Anderson","http://dbpedia.org/resource/Richard_H._Anderson","Lieutenant General"
"VA117","Guard Hill","US","Wesley Merritt","http://dbpedia.org/resource/Wesley_Merritt","Brigadier General"
"VA118","Berryville","CS","Jubal A. Early","http://dbpedia.org/resource/Jubal_Early","Lieutenant General"
"VA118","Berryville","US","Philip Sheridan","http://dbpedia.org/resource/Philip_Sheridan","Major General"
"VA119","Opequon","CS","Jubal A. Early","http://dbpedia.org/resource/Jubal_Early","Lieutenant General"
"VA119","Opequon","US","Philip Sheridan","http://dbpedia.org/resource/Philip_Sheridan","Major General"
"VA120","Fishers Hill","CS","Jubal A. Early","http://dbpedia.org/resource/Jubal_Early","Lieutenant General"
"VA120","Fishers Hill","US","Philip Sheridan","http://dbpedia.org/resource/Philip_Sheridan","Major General"
"VA121","Toms Brook","US","Alfred Torbert","http://dbpedia.org/resource/Alfred_Thomas_Archimedes_Torbert","Brigadier General"
"VA121","Toms Brook","CS","Thomas Rosser","http://dbpedia.org/resource/Thomas_L._Rosser","Major General"
"VA122","Cedar Creek","US","Horatio Wright","http://dbpedia.org/resource/Horatio_Wright","Major General"
"VA122","Cedar Creek","CS","Jubal A. Early","http://dbpedia.org/resource/Jubal_Early","Lieutenant General"
"VA122","Cedar Creek","US","Philip Sheridan","http://dbpedia.org/resource/Philip_Sheridan","Major General"
"VA123","Waynesboro","CS","Jubal A. Early","http://dbpedia.org/resource/Jubal_Early","Lieutenant General"
"VA123","Waynesboro","US","Philip Sheridan","http://dbpedia.org/resource/Philip_Sheridan","Major General"
"VA124","Namozine Church","CS","Fitzhugh Lee","http://dbpedia.org/resource/Fitzhugh_Lee","Major General"
"VA124","Namozine Church","US","George A. Custer","http://dbpedia.org/resource/George_Armstrong_Custer","Major General"
"VA125","Walkerton","US","H. Judson Kilpatrick","http://dbpedia.org/resource/Hugh_Judson_Kilpatrick","Brigadier General"
"VA125","Walkerton","US","Ulric Dahlgren","http://dbpedia.org/resource/Ulric_Dahlgren","Colonel"
"VA125","Walkerton","CS","Wade Hampton","http://dbpedia.org/resource/Wade_Hampton_III","Major General"
"WV001","Philippi","CS","George A. Porterfield","http://dbpedia.org/resource/George_A._Porterfield","Colonel"
"WV001","Philippi","US","Thomas A. Morris","http://dbpedia.org/resource/Thomas_A._Morris","Colonel"
"WV002","Hokes Run","US","Robert Patterson","http://dbpedia.org/resource/Robert_Patterson","Major General"
"WV002","Hokes Run","CS","Thomas J. Jackson","http://dbpedia.org/resource/Stonewall_Jackson","Brigadier General"
"WV003","Rich Mountain","US","George B. McClellan","http://dbpedia.org/resource/George_B._McClellan","Major General"
"WV003","Rich Mountain","CS","John Pegram","http://dbpedia.org/resource/John_Pegram_(general)","Lieutenant Colonel"
"WV003","Rich Mountain","CS","Robert S. Garnett","http://dbpedia.org/resource/Robert_S._Garnett","Brigadier General"
"WV003","Rich Mountain","US","William S. Rosecrans","http://dbpedia.org/resource/William_Rosecrans","Brigadier General"
"WV004","Kesslers Cross Lanes","US","Erastus Tyler","http://dbpedia.org/resource/Erastus_B._Tyler","Colonel"
"WV004","Kesslers Cross Lanes","CS","John Floyd","http://dbpedia.org/resource/John_B._Floyd","Brigadier General"
"WV005","Cheat Mountain","CS","Albert Rust","http://dbpedia.org/resource/Albert_Rust","Colonel"
"WV005","Cheat Mountain","US","Joseph Reynolds","http://dbpedia.org/resource/Joseph_J._Reynolds","Brigadier General"
"WV005","Cheat Mountain","CS","Robert E. Lee","http://dbpedia.org/resource/Robert_E._Lee","General"
"WV006","Carnifex Ferry","CS","John Floyd","http://dbpedia.org/resource/John_B._Floyd","Brigadier General"
"WV006","Carnifex Ferry","US","William S. Rosecrans","http://dbpedia.org/resource/William_Rosecrans","Brigadier General"
"WV007","Greenbrier River","CS","Henry R. Jackson","http://dbpedia.org/resource/Henry_R._Jackson","Brigadier General"
"WV007","Greenbrier River","US","Joseph Reynolds","http://dbpedia.org/resource/Joseph_J._Reynolds","Brigadier General"
"WV008","Camp Alleghany","CS","Edward ""Allegheny"" Johnson","http://dbpedia.org/resource/Edward_Johnson_(general)","Colonel"
"WV008","Camp Alleghany","US","Robert Milroy","http://dbpedia.org/resource/Robert_H._Milroy","Brigadier General"
"WV009","Princeton Court House","CS","Humphery Marshall","http://dbpedia.org/resource/Humphrey_Marshall_(general)","Brigadier General"
"WV009","Princeton Court House","US","Jacob D. Cox","http://dbpedia.org/resource/Jacob_Dolson_Cox","Brigadier General"
"WV010","Harpers Ferry","US","Dixon S. Miles","http://dbpedia.org/resource/Dixon_S._Miles","Colonel"
"WV010","Harpers Ferry","CS","Thomas J. Jackson","http://dbpedia.org/resource/Stonewall_Jackson","Major General"
"WV012","Droop Mountain","CS","John Echols","http://dbpedia.org/resource/John_Echols","Brigadier General"
"WV012","Droop Mountain","US","William W. Averell","http://dbpedia.org/resource/William_W._Averell","Brigadier General"
"WV013","Moorefield","CS","John McCausland","http://dbpedia.org/resource/John_McCausland","Brigadier General"
"WV013","Moorefield","US","William W. Averell","http://dbpedia.org/resource/William_W._Averell","Brigadier General"
"WV014","Summit Point","CS","Jubal A. Early","http://dbpedia.org/resource/Jubal_Early","Lieutenant General"
"WV014","Summit Point","US","Philip Sheridan","http://dbpedia.org/resource/Philip_Sheridan","Major General"
"WV015","Smithfield Crossing","CS","Jubal A. Early","http://dbpedia.org/resource/Jubal_Early","Lieutenant General"
"WV015","Smithfield Crossing","US","Wesley Merritt","http://dbpedia.org/resource/Wesley_Merritt","Brigadier General"
"WV016","Shepherdstown","CS","A.P. Hill","http://dbpedia.org/resource/A._P._Hill","Major General"
"WV016","Shepherdstown","US","Fitz John Porter","http://dbpedia.org/resource/Fitz_John_Porter","Major General"
"WV016","Shepherdstown","CS","William Pendleton","http://en.wikipedia.org/wiki/William_N._Pendleton","Brigadier General"
