dbpedia,wikipedia
http://dbpedia.org/resource/Samuel_Merrill_(Iowa),http://en.wikipedia.org/wiki/Samuel_Merrill_(Iowa)
http://dbpedia.org/resource/James_Pond_(Medal_of_Honor),http://en.wikipedia.org/wiki/James_Pond_(Medal_of_Honor)
http://dbpedia.org/resource/Silas_Stringham,http://en.wikipedia.org/wiki/Silas_Stringham
http://dbpedia.org/resource/Thomas_L._Rosser,http://en.wikipedia.org/wiki/Thomas_L._Rosser
http://dbpedia.org/resource/Robert_C._Schenck,http://en.wikipedia.org/wiki/Robert_C._Schenck
http://dbpedia.org/resource/Randall_L._Gibson,http://en.wikipedia.org/wiki/Randall_L._Gibson
http://dbpedia.org/resource/J.E.B._Stuart,http://en.wikipedia.org/wiki/J.E.B._Stuart
http://dbpedia.org/resource/Wesley_Merritt,http://en.wikipedia.org/wiki/Wesley_Merritt
http://dbpedia.org/resource/Jeremiah_C._Sullivan,http://en.wikipedia.org/wiki/Jeremiah_C._Sullivan
http://dbpedia.org/resource/Ebenezer_Dumont,http://en.wikipedia.org/wiki/Ebenezer_Dumont
http://dbpedia.org/resource/William_B._Renshaw,http://en.wikipedia.org/wiki/William_B._Renshaw
http://dbpedia.org/resource/Henry_Eustace_McCulloch,http://en.wikipedia.org/wiki/Henry_Eustace_McCulloch
http://dbpedia.org/resource/Garrett_J._Pendergrast,http://en.wikipedia.org/wiki/Garrett_J._Pendergrast
http://dbpedia.org/resource/Cuvier_Grover,http://en.wikipedia.org/wiki/Cuvier_Grover
http://dbpedia.org/resource/John_McArthur,http://en.wikipedia.org/wiki/John_McArthur
http://dbpedia.org/resource/Nathaniel_P._Banks,http://en.wikipedia.org/wiki/Nathaniel_P._Banks
http://dbpedia.org/resource/Philip_Sheridan,http://en.wikipedia.org/wiki/Philip_Sheridan
http://dbpedia.org/resource/John_Newton_(engineer),http://en.wikipedia.org/wiki/John_Newton_(engineer)
http://dbpedia.org/resource/Julius_White,http://en.wikipedia.org/wiki/Julius_White
http://dbpedia.org/resource/William_E._Jones,http://en.wikipedia.org/wiki/William_E._Jones
http://dbpedia.org/resource/William_N._Pendleton,http://en.wikipedia.org/wiki/William_N._Pendleton
http://dbpedia.org/resource/Gustavus_Woodson_Smith,http://en.wikipedia.org/wiki/Gustavus_Woodson_Smith
http://dbpedia.org/resource/Cyrus_L._Dunham,http://en.wikipedia.org/wiki/Cyrus_L._Dunham
http://dbpedia.org/resource/Napoleon_J.T._Dana,http://en.wikipedia.org/wiki/Napoleon_J.T._Dana
http://dbpedia.org/resource/Ulysses_S._Grant,http://en.wikipedia.org/wiki/Ulysses_S._Grant
http://dbpedia.org/resource/Alfred_H._Colquitt,http://en.wikipedia.org/wiki/Alfred_H._Colquitt
http://dbpedia.org/resource/Charles_Henry_Davis,http://en.wikipedia.org/wiki/Charles_Henry_Davis
http://dbpedia.org/resource/Innis_N._Palmer,http://en.wikipedia.org/wiki/Innis_N._Palmer
http://dbpedia.org/resource/Robert_E._Lee,http://en.wikipedia.org/wiki/Robert_E._Lee
http://dbpedia.org/resource/Santos_Benavides,http://en.wikipedia.org/wiki/Santos_Benavides
http://dbpedia.org/resource/Mansfield_Lovell,http://en.wikipedia.org/wiki/Mansfield_Lovell
http://dbpedia.org/resource/Alfred_Marmaduke_Hobby,http://en.wikipedia.org/wiki/Alfred_Marmaduke_Hobby
http://dbpedia.org/resource/Henry_M._Judah,http://en.wikipedia.org/wiki/Henry_M._Judah
http://dbpedia.org/resource/James_Shirk,http://en.wikipedia.org/wiki/James_Shirk
http://dbpedia.org/resource/William_Miller_(Confederate_Army_officer),http://en.wikipedia.org/wiki/William_Miller_(Confederate_Army_officer)
http://dbpedia.org/resource/Stephen_D._Lee,http://en.wikipedia.org/wiki/Stephen_D._Lee
http://dbpedia.org/resource/Benjamin_Butler_(politician),http://en.wikipedia.org/wiki/Benjamin_Butler_(politician)
http://dbpedia.org/resource/Benjamin_Franklin_Kelley,http://en.wikipedia.org/wiki/Benjamin_Franklin_Kelley
http://dbpedia.org/resource/Powell_Clayton,http://en.wikipedia.org/wiki/Powell_Clayton
http://dbpedia.org/resource/Stonewall_Jackson,http://en.wikipedia.org/wiki/Stonewall_Jackson
http://dbpedia.org/resource/George_Crook,http://en.wikipedia.org/wiki/George_Crook
http://dbpedia.org/resource/Alexander_McDowell_McCook,http://en.wikipedia.org/wiki/Alexander_McDowell_McCook
http://dbpedia.org/resource/James_H._Ward,http://en.wikipedia.org/wiki/James_H._Ward
http://dbpedia.org/resource/David_Dixon_Porter,http://en.wikipedia.org/wiki/David_Dixon_Porter
http://dbpedia.org/resource/Albert_Rust,http://en.wikipedia.org/wiki/Albert_Rust
http://dbpedia.org/resource/William_H._French,http://en.wikipedia.org/wiki/William_H._French
http://dbpedia.org/resource/John_Dunovant,http://en.wikipedia.org/wiki/John_Dunovant
http://dbpedia.org/resource/Darius_N._Couch,http://en.wikipedia.org/wiki/Darius_N._Couch
http://dbpedia.org/resource/Thomas_Devin,http://en.wikipedia.org/wiki/Thomas_Devin
http://dbpedia.org/resource/Robert_S._Garnett,http://en.wikipedia.org/wiki/Robert_S._Garnett
http://dbpedia.org/resource/Leonidas_Polk,http://en.wikipedia.org/wiki/Leonidas_Polk
http://dbpedia.org/resource/Napoleon_Collins,http://en.wikipedia.org/wiki/Napoleon_Collins
http://dbpedia.org/resource/John_Ancrum_Winslow,http://en.wikipedia.org/wiki/John_Ancrum_Winslow
http://dbpedia.org/resource/Felix_Zollicoffer,http://en.wikipedia.org/wiki/Felix_Zollicoffer
http://dbpedia.org/resource/Henry_Halleck,http://en.wikipedia.org/wiki/Henry_Halleck
http://dbpedia.org/resource/William_Farrar_Smith,http://en.wikipedia.org/wiki/William_Farrar_Smith
http://dbpedia.org/resource/John_McNeil,http://en.wikipedia.org/wiki/John_McNeil
http://dbpedia.org/resource/Samuel_P._Heintzelman,http://en.wikipedia.org/wiki/Samuel_P._Heintzelman
http://dbpedia.org/resource/David_Farragut,http://en.wikipedia.org/wiki/David_Farragut
http://dbpedia.org/resource/Bethel_Coopwood,http://en.wikipedia.org/wiki/Bethel_Coopwood
http://dbpedia.org/resource/Jerome_B._Robertson,http://en.wikipedia.org/wiki/Jerome_B._Robertson
http://dbpedia.org/resource/Charles_Wilkes,http://en.wikipedia.org/wiki/Charles_Wilkes
http://dbpedia.org/resource/Roger_Atkinson_Pryor,http://en.wikipedia.org/wiki/Roger_Atkinson_Pryor
http://dbpedia.org/resource/John_Chivington,http://en.wikipedia.org/wiki/John_Chivington
http://dbpedia.org/resource/John_G._Foster,http://en.wikipedia.org/wiki/John_G._Foster
http://dbpedia.org/resource/Joseph_O._Shelby,http://en.wikipedia.org/wiki/Joseph_O._Shelby
http://dbpedia.org/resource/Charles_W._Flusser,http://en.wikipedia.org/wiki/Charles_W._Flusser
http://dbpedia.org/resource/Richard_Lucian_Page,http://en.wikipedia.org/wiki/Richard_Lucian_Page
http://dbpedia.org/resource/Daniel_Ruggles,http://en.wikipedia.org/wiki/Daniel_Ruggles
http://dbpedia.org/resource/John_Quincy_Marr,http://en.wikipedia.org/wiki/John_Quincy_Marr
http://dbpedia.org/resource/Earl_Van_Dorn,http://en.wikipedia.org/wiki/Earl_Van_Dorn
http://dbpedia.org/resource/Nicholas_Bartlett_Pearce,http://en.wikipedia.org/wiki/Nicholas_Bartlett_Pearce
http://dbpedia.org/resource/Lafayette_McLaws,http://en.wikipedia.org/wiki/Lafayette_McLaws
http://dbpedia.org/resource/George_Henry_Preble,http://en.wikipedia.org/wiki/George_Henry_Preble
http://dbpedia.org/resource/James_M._McIntosh,http://en.wikipedia.org/wiki/James_M._McIntosh
http://dbpedia.org/resource/John_Stuart_Williams,http://en.wikipedia.org/wiki/John_Stuart_Williams
http://dbpedia.org/resource/Colton_Greene,http://en.wikipedia.org/wiki/Colton_Greene
http://dbpedia.org/resource/John_W._Foster,http://en.wikipedia.org/wiki/John_W._Foster
http://dbpedia.org/resource/Emory_S._Foster,http://en.wikipedia.org/wiki/Emory_S._Foster
http://dbpedia.org/resource/Samuel_D._Sturgis,http://en.wikipedia.org/wiki/Samuel_D._Sturgis
http://dbpedia.org/resource/Hugh_Thompson_Reid,http://en.wikipedia.org/wiki/Hugh_Thompson_Reid
http://dbpedia.org/resource/Samuel_C._Means,http://en.wikipedia.org/wiki/Samuel_C._Means
http://dbpedia.org/resource/George_Henry_Gordon,http://en.wikipedia.org/wiki/George_Henry_Gordon
http://dbpedia.org/resource/Joseph_J._Reynolds,http://en.wikipedia.org/wiki/Joseph_J._Reynolds
http://dbpedia.org/resource/William_W._Averell,http://en.wikipedia.org/wiki/William_W._Averell
http://dbpedia.org/resource/James_Barrett_(Civil_War),http://en.wikipedia.org/wiki/James_Barrett_(Civil_War)
http://dbpedia.org/resource/Martin_E._Green,http://en.wikipedia.org/wiki/Martin_E._Green
http://dbpedia.org/resource/William_%22Bull%22_Nelson,http://en.wikipedia.org/wiki/William_%22Bull%22_Nelson
http://dbpedia.org/resource/John_T._Hughes,http://en.wikipedia.org/wiki/John_T._Hughes
http://dbpedia.org/resource/Frederick_Steele,http://en.wikipedia.org/wiki/Frederick_Steele
http://dbpedia.org/resource/Ulric_Dahlgren,http://en.wikipedia.org/wiki/Ulric_Dahlgren
http://dbpedia.org/resource/Gouverneur_K._Warren,http://en.wikipedia.org/wiki/Gouverneur_K._Warren
http://dbpedia.org/resource/Roswell_S._Ripley,http://en.wikipedia.org/wiki/Roswell_S._Ripley
http://dbpedia.org/resource/Michael_Corcoran,http://en.wikipedia.org/wiki/Michael_Corcoran
http://dbpedia.org/resource/M._Jeff_Thompson,http://en.wikipedia.org/wiki/M._Jeff_Thompson
http://dbpedia.org/resource/Edward_H._Hobson,http://en.wikipedia.org/wiki/Edward_H._Hobson
http://dbpedia.org/resource/Erastus_B._Tyler,http://en.wikipedia.org/wiki/Erastus_B._Tyler
http://dbpedia.org/resource/William_Plummer_Benton,http://en.wikipedia.org/wiki/William_Plummer_Benton
http://dbpedia.org/resource/Thomas_Drayton,http://en.wikipedia.org/wiki/Thomas_Drayton
http://dbpedia.org/resource/John_McCausland,http://en.wikipedia.org/wiki/John_McCausland
http://dbpedia.org/resource/George_Henry_Thomas,http://en.wikipedia.org/wiki/George_Henry_Thomas
http://dbpedia.org/resource/John_W._Geary,http://en.wikipedia.org/wiki/John_W._Geary
http://dbpedia.org/resource/David_Rice_Atchison,http://en.wikipedia.org/wiki/David_Rice_Atchison
http://dbpedia.org/resource/John_B._Magruder,http://en.wikipedia.org/wiki/John_B._Magruder
http://dbpedia.org/resource/Peyton_H._Colquitt,http://en.wikipedia.org/wiki/Peyton_H._Colquitt
http://dbpedia.org/resource/Samuel_Read_Anderson,http://en.wikipedia.org/wiki/Samuel_Read_Anderson
http://dbpedia.org/resource/John_A._Logan,http://en.wikipedia.org/wiki/John_A._Logan
http://dbpedia.org/resource/James_K._Marshall,http://en.wikipedia.org/wiki/James_K._Marshall
http://dbpedia.org/resource/Edward_Canby,http://en.wikipedia.org/wiki/Edward_Canby
http://dbpedia.org/resource/Stephen_Dodson_Ramseur,http://en.wikipedia.org/wiki/Stephen_Dodson_Ramseur
http://dbpedia.org/resource/Homer_C._Blake,http://en.wikipedia.org/wiki/Homer_C._Blake
http://dbpedia.org/resource/Gideon_Johnson_Pillow,http://en.wikipedia.org/wiki/Gideon_Johnson_Pillow
http://dbpedia.org/resource/Hermann_Lieb,http://en.wikipedia.org/wiki/Hermann_Lieb
http://dbpedia.org/resource/Caleb_Dorsey,http://en.wikipedia.org/wiki/Caleb_Dorsey
http://dbpedia.org/resource/John_Milton_Thayer,http://en.wikipedia.org/wiki/John_Milton_Thayer
http://dbpedia.org/resource/Thomas_Lanier_Clingman,http://en.wikipedia.org/wiki/Thomas_Lanier_Clingman
http://dbpedia.org/resource/Robert_Toombs,http://en.wikipedia.org/wiki/Robert_Toombs
http://dbpedia.org/resource/Robert_H._Wyman,http://en.wikipedia.org/wiki/Robert_H._Wyman
http://dbpedia.org/resource/Kenner_Garrard,http://en.wikipedia.org/wiki/Kenner_Garrard
http://dbpedia.org/resource/Turner_Ashby,http://en.wikipedia.org/wiki/Turner_Ashby
http://dbpedia.org/resource/St._John_Richardson_Liddell,http://en.wikipedia.org/wiki/St._John_Richardson_Liddell
http://dbpedia.org/resource/Ambrose_R._Wright,http://en.wikipedia.org/wiki/Ambrose_R._Wright
http://dbpedia.org/resource/Franklin_Buchanan,http://en.wikipedia.org/wiki/Franklin_Buchanan
http://dbpedia.org/resource/Theophilus_H._Holmes,http://en.wikipedia.org/wiki/Theophilus_H._Holmes
http://dbpedia.org/resource/Alexander_Rhind,http://en.wikipedia.org/wiki/Alexander_Rhind
http://dbpedia.org/resource/Robert_S._Granger,http://en.wikipedia.org/wiki/Robert_S._Granger
http://dbpedia.org/resource/William_T._Martin,http://en.wikipedia.org/wiki/William_T._Martin
http://dbpedia.org/resource/Alexander_P._Stewart,http://en.wikipedia.org/wiki/Alexander_P._Stewart
http://dbpedia.org/resource/John_William_Pearson,http://en.wikipedia.org/wiki/John_William_Pearson
http://dbpedia.org/resource/Andrew_L._Harris,http://en.wikipedia.org/wiki/Andrew_L._Harris
http://dbpedia.org/resource/John_D._Imboden,http://en.wikipedia.org/wiki/John_D._Imboden
http://dbpedia.org/resource/William_B._Franklin,http://en.wikipedia.org/wiki/William_B._Franklin
http://dbpedia.org/resource/Josiah_Tattnall,http://en.wikipedia.org/wiki/Josiah_Tattnall
http://dbpedia.org/resource/William_F._Lynch,http://en.wikipedia.org/wiki/William_F._Lynch
http://dbpedia.org/resource/Nelson_A._Miles,http://en.wikipedia.org/wiki/Nelson_A._Miles
http://dbpedia.org/resource/Alfred_Mouton,http://en.wikipedia.org/wiki/Alfred_Mouton
http://dbpedia.org/resource/Bennett_H._Young,http://en.wikipedia.org/wiki/Bennett_H._Young
http://dbpedia.org/resource/William_Sooy_Smith,http://en.wikipedia.org/wiki/William_Sooy_Smith
http://dbpedia.org/resource/Joseph_G._Sanders,http://en.wikipedia.org/wiki/Joseph_G._Sanders
http://dbpedia.org/resource/James_B._McPherson,http://en.wikipedia.org/wiki/James_B._McPherson
http://dbpedia.org/resource/James_B._Steedman,http://en.wikipedia.org/wiki/James_B._Steedman
http://dbpedia.org/resource/Albert_Sidney_Johnston,http://en.wikipedia.org/wiki/Albert_Sidney_Johnston
http://dbpedia.org/resource/Charles_Pomeroy_Stone,http://en.wikipedia.org/wiki/Charles_Pomeroy_Stone
http://dbpedia.org/resource/Evander_M._Law,http://en.wikipedia.org/wiki/Evander_M._Law
http://dbpedia.org/resource/John_Echols,http://en.wikipedia.org/wiki/John_Echols
http://dbpedia.org/resource/William_Henry_Fitzhugh_Lee,http://en.wikipedia.org/wiki/William_Henry_Fitzhugh_Lee
http://dbpedia.org/resource/Samuel_P._Spear,http://en.wikipedia.org/wiki/Samuel_P._Spear
http://dbpedia.org/resource/James_Ronald_Chalmers,http://en.wikipedia.org/wiki/James_Ronald_Chalmers
http://dbpedia.org/resource/Richard_H._Anderson,http://en.wikipedia.org/wiki/Richard_H._Anderson
http://dbpedia.org/resource/Alfred_Sully,http://en.wikipedia.org/wiki/Alfred_Sully
http://dbpedia.org/resource/Stephen_Clegg_Rowan,http://en.wikipedia.org/wiki/Stephen_Clegg_Rowan
http://dbpedia.org/resource/George_Crockett_Strong,http://en.wikipedia.org/wiki/George_Crockett_Strong
http://dbpedia.org/resource/William_F._Cloud,http://en.wikipedia.org/wiki/William_F._Cloud
http://dbpedia.org/resource/James_B._Ricketts,http://en.wikipedia.org/wiki/James_B._Ricketts
http://dbpedia.org/resource/Thomas_James_Churchill,http://en.wikipedia.org/wiki/Thomas_James_Churchill
http://dbpedia.org/resource/Cadwallader_C._Washburn,http://en.wikipedia.org/wiki/Cadwallader_C._Washburn
http://dbpedia.org/resource/William_J._Hardee,http://en.wikipedia.org/wiki/William_J._Hardee
http://dbpedia.org/resource/Quincy_Adams_Gillmore,http://en.wikipedia.org/wiki/Quincy_Adams_Gillmore
"http://dbpedia.org/resource/Francis_Preston_Blair,_Jr.","http://en.wikipedia.org/wiki/Francis_Preston_Blair,_Jr."
http://dbpedia.org/resource/John_Gregg_(CSA),http://en.wikipedia.org/wiki/John_Gregg_(CSA)
http://dbpedia.org/resource/Henry_A._Wise,http://en.wikipedia.org/wiki/Henry_A._Wise
http://dbpedia.org/resource/James_H._Whitlock,http://en.wikipedia.org/wiki/James_H._Whitlock
http://dbpedia.org/resource/Dixon_S._Miles,http://en.wikipedia.org/wiki/Dixon_S._Miles
http://dbpedia.org/resource/Andrew_A._Humphreys,http://en.wikipedia.org/wiki/Andrew_A._Humphreys
http://dbpedia.org/resource/John_Pope_(military_officer),http://en.wikipedia.org/wiki/John_Pope_(military_officer)
http://dbpedia.org/resource/Inkpaduta,http://en.wikipedia.org/wiki/Inkpaduta
http://dbpedia.org/resource/Augustus_Kilty,http://en.wikipedia.org/wiki/Augustus_Kilty
http://dbpedia.org/resource/Jefferson_Davis,http://en.wikipedia.org/wiki/Jefferson_Davis
http://dbpedia.org/resource/Chief_Shakopee,http://en.wikipedia.org/wiki/Chief_Shakopee
http://dbpedia.org/resource/Thomas_W._Sherman,http://en.wikipedia.org/wiki/Thomas_W._Sherman
http://dbpedia.org/resource/Charles_W._Pickering_(United_States_Navy_officer),http://en.wikipedia.org/wiki/Charles_W._Pickering_(United_States_Navy_officer)
http://dbpedia.org/resource/James_M._Shackelford,http://en.wikipedia.org/wiki/James_M._Shackelford
http://dbpedia.org/resource/David_B._Birney,http://en.wikipedia.org/wiki/David_B._Birney
http://dbpedia.org/resource/William_W._Mackall,http://en.wikipedia.org/wiki/William_W._Mackall
http://dbpedia.org/resource/Alexander_Schimmelfennig,http://en.wikipedia.org/wiki/Alexander_Schimmelfennig
http://dbpedia.org/resource/Andrew_Jackson_Smith,http://en.wikipedia.org/wiki/Andrew_Jackson_Smith
http://dbpedia.org/resource/Thomas_T._Munford,http://en.wikipedia.org/wiki/Thomas_T._Munford
http://dbpedia.org/resource/William_Read_Scurry,http://en.wikipedia.org/wiki/William_Read_Scurry
http://dbpedia.org/resource/Micah_Jenkins,http://en.wikipedia.org/wiki/Micah_Jenkins
http://dbpedia.org/resource/Robert_Gould_Shaw,http://en.wikipedia.org/wiki/Robert_Gould_Shaw
http://dbpedia.org/resource/Robert_Hoke,http://en.wikipedia.org/wiki/Robert_Hoke
http://dbpedia.org/resource/Abner_C._Harding,http://en.wikipedia.org/wiki/Abner_C._Harding
http://dbpedia.org/resource/Richard_Montgomery_Gano,http://en.wikipedia.org/wiki/Richard_Montgomery_Gano
http://dbpedia.org/resource/Stand_Watie,http://en.wikipedia.org/wiki/Stand_Watie
http://dbpedia.org/resource/Frank_Crawford_Armstrong,http://en.wikipedia.org/wiki/Frank_Crawford_Armstrong
http://dbpedia.org/resource/John_Coburn_(politician),http://en.wikipedia.org/wiki/John_Coburn_(politician)
http://dbpedia.org/resource/John_Jackson_Dickison,http://en.wikipedia.org/wiki/John_Jackson_Dickison
http://dbpedia.org/resource/Edwin_Vose_Sumner,http://en.wikipedia.org/wiki/Edwin_Vose_Sumner
http://dbpedia.org/resource/Robert_Anderson_(Civil_War),http://en.wikipedia.org/wiki/Robert_Anderson_(Civil_War)
http://dbpedia.org/resource/Joseph_B._Plummer,http://en.wikipedia.org/wiki/Joseph_B._Plummer
http://dbpedia.org/resource/James_Longstreet,http://en.wikipedia.org/wiki/James_Longstreet
http://dbpedia.org/resource/Jacob_Dolson_Cox,http://en.wikipedia.org/wiki/Jacob_Dolson_Cox
http://dbpedia.org/resource/David_McMurtrie_Gregg,http://en.wikipedia.org/wiki/David_McMurtrie_Gregg
http://dbpedia.org/resource/Alfred_Terry,http://en.wikipedia.org/wiki/Alfred_Terry
http://dbpedia.org/resource/Jack_Swilling,http://en.wikipedia.org/wiki/Jack_Swilling
http://dbpedia.org/resource/John_Marston_(sailor),http://en.wikipedia.org/wiki/John_Marston_(sailor)
http://dbpedia.org/resource/Benjamin_Prentiss,http://en.wikipedia.org/wiki/Benjamin_Prentiss
http://dbpedia.org/resource/Marcus_Reno,http://en.wikipedia.org/wiki/Marcus_Reno
http://dbpedia.org/resource/Henry_Warner_Slocum,http://en.wikipedia.org/wiki/Henry_Warner_Slocum
http://dbpedia.org/resource/Hugh_Judson_Kilpatrick,http://en.wikipedia.org/wiki/Hugh_Judson_Kilpatrick
http://dbpedia.org/resource/Beverly_Robertson,http://en.wikipedia.org/wiki/Beverly_Robertson
http://dbpedia.org/resource/James_Henry_Lane_(Union_general),http://en.wikipedia.org/wiki/James_Henry_Lane_(Union_general)
http://dbpedia.org/resource/John_C._Fr%C3%A9mont,http://en.wikipedia.org/wiki/John_C._Frémont
http://dbpedia.org/resource/William_T._Wofford,http://en.wikipedia.org/wiki/William_T._Wofford
http://dbpedia.org/resource/Samuel_Gibbs_French,http://en.wikipedia.org/wiki/Samuel_Gibbs_French
http://dbpedia.org/resource/John_S._Mosby,http://en.wikipedia.org/wiki/John_S._Mosby
http://dbpedia.org/resource/John_C._Caldwell,http://en.wikipedia.org/wiki/John_C._Caldwell
http://dbpedia.org/resource/Douglas_H._Cooper,http://en.wikipedia.org/wiki/Douglas_H._Cooper
http://dbpedia.org/resource/Sterling_Price,http://en.wikipedia.org/wiki/Sterling_Price
http://dbpedia.org/resource/William_Vandever,http://en.wikipedia.org/wiki/William_Vandever
http://dbpedia.org/resource/Robert_V._Richardson,http://en.wikipedia.org/wiki/Robert_V._Richardson
http://dbpedia.org/resource/William_Rosecrans,http://en.wikipedia.org/wiki/William_Rosecrans
http://dbpedia.org/resource/John_S._Marmaduke,http://en.wikipedia.org/wiki/John_S._Marmaduke
http://dbpedia.org/resource/Isaac_Stevens,http://en.wikipedia.org/wiki/Isaac_Stevens
http://dbpedia.org/resource/Burford_R._Wiley,http://en.wikipedia.org/wiki/Burford_R._Wiley
http://dbpedia.org/resource/Odon_Guitar,http://en.wikipedia.org/wiki/Odon_Guitar
http://dbpedia.org/resource/David_Moore_(Military),http://en.wikipedia.org/wiki/David_Moore_(Military)
http://dbpedia.org/resource/Jeremiah_V._Cockrell,http://en.wikipedia.org/wiki/Jeremiah_V._Cockrell
http://dbpedia.org/resource/Howell_Cobb,http://en.wikipedia.org/wiki/Howell_Cobb
http://dbpedia.org/resource/Charles_Henry_Tompkins,http://en.wikipedia.org/wiki/Charles_Henry_Tompkins
http://dbpedia.org/resource/Edward_Ord,http://en.wikipedia.org/wiki/Edward_Ord
http://dbpedia.org/resource/William_Smith_(Virginia_governor),http://en.wikipedia.org/wiki/William_Smith_(Virginia_governor)
http://dbpedia.org/resource/Lawrence_O'Bryan_Branch,http://en.wikipedia.org/wiki/Lawrence_O'Bryan_Branch
http://dbpedia.org/resource/Henry_Washington_Benham,http://en.wikipedia.org/wiki/Henry_Washington_Benham
http://dbpedia.org/resource/Joseph_E._Johnston,http://en.wikipedia.org/wiki/Joseph_E._Johnston
http://dbpedia.org/resource/James_W._Cooke,http://en.wikipedia.org/wiki/James_W._Cooke
http://dbpedia.org/resource/William_Lamb_(Confederate_States_Army_officer),http://en.wikipedia.org/wiki/William_Lamb_(Confederate_States_Army_officer)
http://dbpedia.org/resource/Abraham_Lincoln,http://en.wikipedia.org/wiki/Abraham_Lincoln
http://dbpedia.org/resource/Samuel_Ryan_Curtis,http://en.wikipedia.org/wiki/Samuel_Ryan_Curtis
http://dbpedia.org/resource/Bushrod_Johnson,http://en.wikipedia.org/wiki/Bushrod_Johnson
http://dbpedia.org/resource/Daniel_L._Braine,http://en.wikipedia.org/wiki/Daniel_L._Braine
http://dbpedia.org/resource/Joseph_Thoburn,http://en.wikipedia.org/wiki/Joseph_Thoburn
http://dbpedia.org/resource/Winfield_S._Featherston,http://en.wikipedia.org/wiki/Winfield_S._Featherston
http://dbpedia.org/resource/Henry_Marchmore_Shaw,http://en.wikipedia.org/wiki/Henry_Marchmore_Shaw
http://dbpedia.org/resource/Fitz_John_Porter,http://en.wikipedia.org/wiki/Fitz_John_Porter
http://dbpedia.org/resource/George_Stoneman,http://en.wikipedia.org/wiki/George_Stoneman
http://dbpedia.org/resource/John_P._McCown,http://en.wikipedia.org/wiki/John_P._McCown
http://dbpedia.org/resource/Henry_Holmes_(Confederate_soldier),http://en.wikipedia.org/wiki/Henry_Holmes_(Confederate_soldier)
http://dbpedia.org/resource/A._P._Hill,http://en.wikipedia.org/wiki/A._P._Hill
http://dbpedia.org/resource/Black_Kettle,http://en.wikipedia.org/wiki/Black_Kettle
